일자,브랜드,유형,제목,언론사,링크,요약
2026-07-02,투썸플레이스,혜택/프로모션/이벤트,"LG유플러스, 월 정기 멤버십 프로그램 여름 혜택 강화",dt.co.kr,https://www.dt.co.kr/article/12070880?ref=naver,먼저 일상과 외식·식음료 혜택으로 공차·투썸플레이스·배달의민족·KFC·반올림피자·매드포갈릭·배스킨라빈스 등 주요 인기 브랜드 혜택을 제공한다. 생활밀착형 혜택도 마련했다. 모던하우스·롯데렌터카·컬리...
2026-07-02,투썸플레이스,혜택/프로모션/이벤트,"한국투자증권, 3분기 'Horse Power' 이벤트 실시…채권·발행어음·ELS 혜...",press9.kr,http://www.press9.kr/news/articleView.html?idxno=78838,발행어음 투자 고객을 대상으로는 이벤트 기간 원화 발행어음을 합산 1000만원 이상 매수한 선착순 5000명에게 투썸플레이스 아메리카노 모바일 쿠폰을 제공한다. 5000만원 이상 매수 고객에게는 매수 금액 구간에 따라...
2026-07-02,투썸플레이스,기타 이슈,뉴욕 아이스크림 밴루엔 한국 상륙…‘프리미엄 아이스크림’ 시장 공략,sedaily.com,https://www.sedaily.com/article/20063135?ref=naver,"투썸플레이스가 지난 2월 마스터프랜차이즈(MF) 계약을 체결하고 국내 사업을 맡기로 했다. 투썸플레이스는 이달 23일 신세계백화점 강남점 스위트파크에 2호점을, 이달 중 신논현역 인근에 3호점을 오픈할 계획이다...."
2026-07-02,투썸플레이스,기타 이슈,"[현장] '뉴욕 유명 아이스크림' 밴루엔 서울 강남 상륙, 투썸플레이스 ...",businesspost.co.kr,https://www.businesspost.co.kr/BP?command=article_view&num=441411,"<비즈니스포스트> ""밴루엔은 투썸플레이스가 추구해온 프리미엄 디저트 경험과 방향성이 맞닿아 있는 브랜드입니다."" 2일 서울 강남에서 열린 밴루엔 1호점 오픈 기념 미디어 간담회에서 문영주 투썸플레이스 대표이사..."
2026-07-02,투썸플레이스,혜택/프로모션/이벤트,"LG유플러스, 여름맞이 '유플투쁠' 혜택 강화… 레고랜드 워터풀 파티도",nextdaily.co.kr,https://www.nextdaily.co.kr/news/articleView.html?idxno=250960,"일상 및 외식·식음료 혜택으로는 7일 공차(1만원 이상 구매 시 50% 할인), 14일 투썸플레이스(조각케이크 구매 시 아메리카노 1잔 무료), 15일 배달의민족·KFC(8500원 할인), 15일 반올림피자(전 메뉴 라지사이즈 7000원..."
2026-07-02,투썸플레이스,혜택/프로모션/이벤트,"한국투자증권, 채권·발행어음·ELS 투자 이벤트 실시",metroseoul.co.kr,http://www.metroseoul.co.kr/article/20260702500465,이벤트 기간 동안 대상 원화 발행어음 약정물을 합산 1000만원 이상 매수한 선착순 5000명에게는 투썸플레이스 아메리카노 모바일 쿠폰 1매가 제공된다. 5000만원 이상 매수한 고객에게는 매수 금액 구간별 추첨을 통해...
2026-07-02,투썸플레이스,기타 이슈,"뉴욕 아이스크림 트럭, 강남에 멈췄다…프리미엄 밴루엔 아시아 첫 상륙...",etoday.co.kr,https://www.etoday.co.kr/news/view/2599702,"올해 2월 밴루엔은 투썸플레이스가 국내 사업 운영권을 가지는 마스터프랜차이즈(MF) 계약을 맺고 한국 진출의 첫발을 뗐다. 한국은 아시아뿐 아니라 미국 외 첫 해외 시장으로, 밴루엔은 한국 소비자의 디저트 선호와..."
2026-07-02,투썸플레이스,혜택/프로모션/이벤트,[증권 NOW] 한국투자증권·KB증권·우리투자증권,wikileaks-kr.org,http://www.wikileaks-kr.org/news/articleView.html?idxno=189330,이벤트 기간 동안 대상 원화 발행어음 약정물을 합산 1000만원 이상 매수한 선착순 5000명에게는 투썸플레이스 아메리카노 모바일 쿠폰 1매가 제공된다. 5000만원 이상 매수한 고객에게는 매수 금액 구간별 추첨을 통해...
2026-07-02,투썸플레이스,기타 이슈,"문영주 투썸 대표 ""밴루엔은 글로벌 F&B 플랫폼 도약의 첫걸음""",asiatoday.co.kr,https://www.asiatoday.co.kr/kn/view.php?key=20260702010000936,"해외 브랜드 첫 도입…멀티브랜드 전략 본격화 한국 첫 진출 거점 삼아 아시아 확장 추진 ""밴루엔은 투썸플레이스가 글로벌 멀티브랜드 기업으로 도약하기 위한 중요한 출발점입니다.""문영주 투썸플레이스 대표는 2일..."
2026-07-02,투썸플레이스,혜택/프로모션/이벤트,"LG유플러스, 7월 ‘워터풀 파티’ 멤버십 혜택",biz.heraldcorp.com,https://biz.heraldcorp.com/article/10796355?ref=naver,우선 LG유플러스는 일상 및 외식·식음료 혜택으로 ▷7일 공차(1만원 이상 구매 시 50% 할인) ▷14일 투썸플레이스(조각케이크 구매 시 아메리카노 1잔 무료) ▷15일 배달의민족·KFC(8500원 할인) ▷15일 반올림피자(전...
2026-07-02,투썸플레이스,기타 이슈,"[현장] 뉴욕의 달콤함 서울에 이식한다…밴루엔 CEO ""한국서 또 다른 꿈...",megaeconomy.co.kr,https://www.megaeconomy.co.kr/news/newsview.php?ncode=1065594038900454,"그는 ""투썸플레이스와의 파트너십을 통해 한국 소비자들에게 브랜드를 소개할 수 있게 돼 기쁘다""며 ""한국은 세계적으로도 수준 높은 미식 문화를 가진 시장인 만큼 브랜드가 새로운 경험을 제공할 수 있을 것으로..."
2026-07-02,투썸플레이스,기타 이슈,"美 프리미엄 아이스크림 밴루엔, 투썸과 손잡고 韓 진출",it.chosun.com,https://it.chosun.com/news/articleView.html?idxno=2023092165046,미국 프리미엄 아이스크림 브랜드 밴루엔이 투썸플레이스와 손잡고 한국 시장에 첫발을 내디뎠다. 서울 강남역에 국내 1호점을 열고 뉴욕 현지의 스쿱샵(Scoop Shop) 문화와 프리미엄 아이스크림 경험을 앞세워 국내 시장...
2026-07-02,투썸플레이스,기타 이슈,"[현장] 美 아이스크림 '밴루엔' 반값 앞세워 한국 첫발…투썸, 글로벌 F...",socialvalue.kr,https://www.socialvalue.kr/news/view/1065593181800005,"“좋은 재료로 최고의 아이스크림을 만든다는 확고한 철학과 뛰어난 제품력, 뉴욕을 대표하는 문화적 감성이 투썸플레이스가 추구하는 프리미엄 가치와 결을 같이합니다. 한국 소비자들에게 새로운 프리미엄..."
2026-07-02,투썸플레이스,기타 이슈,"美 프리미엄 아이스크림 '밴루엔' 韓 상륙…투썸플레이스, 디저트 차별...",pointdaily.co.kr,https://www.pointdaily.co.kr/news/articleView.html?idxno=310503,"문영주 투썸플레이스 대표가 2일 투썸플레이스 센트럴강남점에서 열린 기자간담회에서 환영사를 하고 있다. 사진=함영원 기자  ""좋은 재료로 최고의 아이스크림을 만든다는 철학, 미국과 뉴욕을 대표하는 문화적 감성이..."
2026-07-02,투썸플레이스,혜택/프로모션/이벤트,"한국투자증권, 채권·발행어음·ELS 거래 고객 대상 3분기 이벤트 실시",pinpointnews.co.kr,https://www.pinpointnews.co.kr/news/articleView.html?idxno=465108,"대상 원화 발행어음을 합산 1000만원 이상 매수한 선착순 5000명에게 투썸플레이스 모바일 쿠폰을 지급하며, 5000만원 이상 매수 고객에게는 추첨을 통해 신세계 모바일 상품권을 증정한다. ELS 투자 고객은 가입 금액에..."
2026-07-02,투썸플레이스,기타 이슈,"'선크림맛' 아이스크림, 한국에도 나올까?…뉴욕 명물, 서울 상륙 [장서...",hankyung.com,https://www.hankyung.com/article/202607022374i,"올해 2월 디저트 카페 프랜차이즈 투썸플레이스와 마스터프랜차이즈계약(MF)을 맺고 국내 진출을 본격화했다. 브랜드 사용이나 매장 개설을 포함한 사업 전반에 관한 권한은 밴루엔이 갖고, 투썸플레이스는 국내 사업을..."
2026-07-02,투썸플레이스,혜택/프로모션/이벤트,"LG U+ ""'유플투쁠' 혜택으로 시원하고 신나는 여름 즐기세요""",ngonews.kr,https://www.ngonews.kr/news/articleView.html?idxno=232119,먼저 일상과 외식·식음료 혜택으로 ▲7일 공차(1만원 이상 구매 시 50% 할인) ▲14일 투썸플레이스(조각케이크 구매 시 아메리카노 1잔 무료) ▲15일 배달의민족·KFC(8500원 할인) ▲15일 반올림피자(전 메뉴...
2026-07-02,투썸플레이스,기타 이슈,"[현장] ""인공 첨가물 없어""...美 '밴루엔' 아이스크림 韓 상륙 'D-1' 현장...",startuptoday.co.kr,https://www.startuptoday.co.kr/news/articleView.html?idxno=805416,투썸플레이스가 뉴욕 프리미엄 아이스크림 '밴루엔'을 국내에 처음 들여오며 한국 프리미엄 아이스크림 시장에 출사표를 던졌다. 2일 서울 강남역 인근 뉴욕 프리미엄 아이스크림 브랜드 '밴루엔(Van Leeuwen)'이 국내...
2026-07-02,투썸플레이스,혜택/프로모션/이벤트,"[증권 & Now] NH투자증권, 나무증권 거래수수료 2년 완전무료 이벤트 등",ebn.co.kr,https://www.ebn.co.kr/news/articleView.html?idxno=1714859,이벤트 기간 동안 대상 원화 발행어음 약정물을 합산 1000만원 이상 매수한 선착순 5000명에게는 투썸플레이스 아메리카노 모바일 쿠폰 1매를 준다. 5000만원 이상 매수한 고객에게는 매수 금액 구간별 추첨을 통해...
2026-07-02,투썸플레이스,기타 이슈,"투썸, 김동선 아이스크림과 '맞짱'…뉴요커 사로잡은 밴루엔 강남 1호점...",view.asiae.co.kr,https://view.asiae.co.kr/article/2026070214484154833,"투썸플레이스는 지난 2월 밴루엔과 마스터 프랜차이즈 계약(MFA)을 맺고 국내 사업 운영권을 확보했으며, 아시아 1호점이자 국내 첫 매장인 강남역점을 3일 오픈한다. 강남역 1호점은 밴루엔의 상징인 트럭과 바닐라를..."
2026-07-02,투썸플레이스,신제품 출시,"""수익성보단 맛"" 투썸, 밴루엔 아이스크림, 승부수 통할까 [현장+]",bloter.net,https://www.bloter.net/news/articleView.html?idxno=667154,"투썸플레이스가 국내 마스터 프랜차이즈 계약을 맺고 선보이는 첫 해외 아이스크림 브랜드다. 커피보다 케이크와 디저트 경쟁력을 앞세워 성장해온 투썸이 프리미엄 아이스크림으로 포트폴리오를 넓히면서, 글로벌..."
2026-07-02,투썸플레이스,기타 이슈,"美 프리미엄 아이스크림 ‘밴루엔’, 강남역 1호점 개점… “뉴욕 스쿱...",biz.chosun.com,https://biz.chosun.com/distribution/food/2026/07/02/SJSZVSZ7DVBPPGK5S2CMVJ4CDQ/?utm_source=naver&utm_medium=original&utm_campaign=biz,투썸플레이스와 마스터프랜차이즈 계약 미국 본사 제품 그대로 수입 “현지 맛·브랜드 경험 살린다“…가격은 더 낮게 7월 강남권 3개 매장 오픈 “좋은 재료로 최고의 아이스크림을 만든다는 철학을 한국에서도 그대로...
2026-07-02,투썸플레이스,신제품 출시,"신제품도 모험 대신 리믹스…스테디셀러, MZ식 ‘내시피’ 입는다",edaily.co.kr,https://www.edaily.co.kr/news/newspath.asp?newsid=04693686645510584,투썸플레이스 ‘떠먹는 아박’. (사진=투썸플레이스) 2일 식품업계에 따르면 장수 브랜드를 활용한 변주가 업계의 새 공식으로 자리 잡는 모습이다. 낯선 맛을 처음부터 설득하기보다 소비자가 이미 알고 있는 브랜드...
2026-07-02,투썸플레이스,혜택/프로모션/이벤트,"LG유플러스, 여름 맞이 ‘유플투쁠’ 혜택폭탄...웅진플레이도시부터 레...",kgnews.co.kr,https://www.kgnews.co.kr/news/article.html?no=902331,먼저 일상 및 외식·식음료 혜택으로 △7일 공차(1만원 이상 구매 시 50% 할인)  △14일 투썸플레이스(조각케이크 구매 시 아메리카노 1잔 무료) △15일 배달의민족·KFC(8500원 할인) 등 주요 인기 브랜드 혜택을 제공한다....
2026-07-02,투썸플레이스,기타 이슈,[인터뷰] 벤 밴루엔 CEO “고물가에 루이비통은 포기해도 아이스크림은...,mydaily.co.kr,https://www.mydaily.co.kr/page/view/2026070214553224756,수많은 글로벌 F&B 기업 중 투썸플레이스를 아시아 첫 파트너로 선택한 이유는. “미국 본사에는 수많은 글로벌 대기업의 러브콜이 있었다. 하지만 여러 브랜드를 거느린 거대 기업보다 디저트에 대한 전문성과 우리 브랜드...
2026-07-02,투썸플레이스,혜택/프로모션/이벤트,[오늘의 증권] 한국투자증권·KB증권·NH투자증권·삼성증권,financialreview.co.kr,http://www.financialreview.co.kr/news/articleView.html?idxno=43290,이벤트 기간 동안 대상 원화 발행어음 약정물을 합산 1000만원 이상 매수한 선착순 5000명에게는 투썸플레이스 아메리카노 모바일 쿠폰 1매가 제공된다. 5000만원 이상 매수한 고객에게는 매수 금액 구간별 추첨을 통해...
2026-07-02,투썸플레이스,기타 이슈,[AT 현장]‘뉴욕 감성 그대로’…밴루엔 아시아 첫 공략은 ‘서울’,asiatime.co.kr,https://www.asiatime.co.kr/article/20260702500296,기자] 투썸플레이스가 미국 뉴욕 프리미엄 아이스크림 브랜드 '밴루엔(Van Leeuwen)'을 앞세워 글로벌 멀티브랜드 전략에 속도를 낸다. 아시아 첫 진출국으로 한국을 선택한 밴루엔은 강남역 1호점을 시작으로 서울 핵심...
2026-07-02,투썸플레이스,기타 이슈,"미국 아이스크림 밴루엔, 투썸 손잡고 한국인 '입맛' 잡는다",zdnet.co.kr,https://zdnet.co.kr/view/?no=20260702131528,투썸플레이스가 미국 아이스크림 프랜차이즈 '밴루엔'을 국내에 들여와 디저트 사업의 폭을 넓힌다. 회사는 밴루엔을 앞세워 커피와 케이크 중심이던 기존 사업에 아이스크림 전문 브랜드를 더한다는 계획이다....
2026-07-02,투썸플레이스,기타 이슈,"""뉴욕 아이스크림 감성 전한다""…투썸 만난 밴루엔, 강남역 1호점 개점",news1.kr,https://www.news1.kr/industry/distribution/6215801,"미국 현지를 제외하고 글로벌 시장에서 유일하게 운영하는 매장으로, 앞서 2월 투썸플레이스와 마스터 프랜차이즈(MF) 계약을 맺고 국내 상륙을 도모해 왔다. 문영주 투썸플레이스 대표는 이날 간담회에서 ""좋은 재료로..."
2026-07-02,투썸플레이스,기타 이슈,"투썸, '밴루엔' 한국 상륙…한화 김동선 아이스크림 '벤슨'에 도전장",insightkorea.co.kr,https://www.insightkorea.co.kr/news/articleView.html?idxno=249382,"이번 밴루엔 국내 도입은 투썸플레이스가 주도했다. 2일 문영주 투썸플레이스 대표이사는 서울 강남에서 밴루엔 브랜드 론칭 기자간담회를 열고 ""밴루엔은 투썸플레이스가 지향해온 프리미엄 경험과 맞닿아 있는..."
